Dato,Resultat,Modstander,Spillested,Kamptype,Køn,Hold,Tilskuere,date
02-07-2018,5 - 3,Finland,Raufoss stadion,Open Nordic Cup,Kvinder,U16-landshold,0,2018-07-02
02-07-2019,0 - 5,Norge,Strömsvallen,Open Nordic Cup,Kvinder,U16-landshold,0,2019-07-02
02-08-1969,3 - 3,Schweiz,Vejle Stadion,International turnering,Herrer,U19-landshold,0,1969-08-02
02-08-1986,0 - 4,Sverige,Idrætscenter Nyborg,Internordisk turnering,Herrer,U17-landshold,0,1986-08-02
02-08-1995,0 - 0,Holland,NA,Open Nordic Cup,Kvinder,U21-landshold,0,1995-08-02
02-08-1995,4 - 1,Norge,NA,Internordisk turnering,Herrer,U17-landshold,100,1995-08-02
02-08-1999,1 - 3,Finland,NA,Internordisk turnering,Herrer,U17-landshold,100,1999-08-02
02-08-1999,3 - 1,Tyskland,NA,Open Nordic Cup,Kvinder,U21-landshold,0,1999-08-02
02-08-2001,5 - 1,Island,Ikast Stadion,Internordisk turnering,Herrer,U17-landshold,325,2001-08-02
02-08-2002,2 - 4,Slovakiet,NA,Internordisk turnering,Herrer,U17-landshold,200,2002-08-02
02-08-2005,4 - 0,Island,KR-völlur,Internordisk turnering,Herrer,U17-landshold,260,2005-08-02
02-08-2006,1 - 2,Norge,Lyngdal Stadion,Testkamp,Kvinder,A-Landshold,2852,2006-08-02
02-08-2006,2 - 2,USA,Riada Stadium,NI Milk Cup,Herrer,U20-landshold,785,2006-08-02
02-08-2007,0 - 1,Norge,Vejle Stadion,Internordisk turnering,Herrer,U17-landshold,400,2007-08-02
02-08-2008,6 - 1,England,Kungshamnvallen,Internordisk turnering,Herrer,U17-landshold,250,2008-08-02
02-08-2009,4 - 2,Sverige,Moan Stadion,Internordisk turnering,Herrer,U17-landshold,75,2009-08-02
02-08-2011,3 - 3,Finland,Akureyrarvöllur,Internordisk turnering,Herrer,U17-landshold,128,2011-08-02
02-08-2013,1 - 1,Canada,Espelunden Stadion,Testkamp,Kvinder,U19-landshold,412,2013-08-02
02-08-2013,1 - 1,USA,Scroggy Ground,NI Milk Cup,Herrer,U20-landshold,157,2013-08-02
02-08-2014,1 - 0,England,Mosevej Stadion,Internordisk turnering,Herrer,U17-landshold,745,2014-08-02
02-08-2023,6 - 2,Norge,Ukonniemi Stadium,Internordisk turnering,Herrer,U17-landshold,180,2023-08-02
02-09-1970,0 - 5,Polen,Stadion Dziesięciolecia,Testkamp,Herrer,A-Landshold,50000,1970-09-02
02-09-1975,0 - 1,Skotland,Frederikshavn Stadion,EM-kvalifikationskamp,Herrer,U21-landshold,5685,1975-09-02
02-09-1990,2 - 1,Sovjetunionen,NA,International turnering,Herrer,U17-landshold,0,1990-09-02
02-09-1992,3 - 1,Sverige,Brande Stadion,Testkamp,Herrer,U17-landshold,0,1992-09-02
02-09-1998,0 - 3,Kroatien,NA,Syrenka Cup,Herrer,U17-landshold,0,1998-09-02
02-09-1999,3 - 3,Ungarn,NA,Syrenka Cup,Herrer,U17-landshold,0,1999-09-02
02-09-2000,2 - 1,Island,Laurgardalsvöllur,VM-kvalifikationskamp,Herrer,A-Landshold,7072,2000-09-02
02-09-2004,0 - 0,Nordirland,The Oval,Testkamp,Herrer,U19-landshold,0,2004-09-02
02-09-2004,2 - 2,Polen,NA,Syrenka Cup,Herrer,U17-landshold,0,2004-09-02
02-09-2005,2 - 3,Tyrkiet,Ali Sami Yen Stadium,EM-kvalifikationskamp,Herrer,U21-landshold,2239,2005-09-02
02-09-2006,3 - 0,Nordmakedonien,NA,EM-kvalifikationskamp,Herrer,U21-landshold,1877,2006-09-02
02-09-2008,1 - 0,Norge,Ottestad Idrettspark,Testkamp,Herrer,U19-landshold,375,2008-09-02
02-09-2009,1 - 0,Rumænien,MKP Boruta,Syrenka Cup,Herrer,U17-landshold,103,2009-09-02
02-09-2010,1 - 1,Belgien,Stadium of R. Herve,Testkamp,Herrer,U19-landshold,247,2010-09-02
02-09-2014,1 - 0,Forende Arabiske Emirater,Slovensky grob,Testkamp,Herrer,U20-landshold,104,2014-09-02
02-09-2014,1 - 2,Tyskland,Uwe Seeler Fuβball Park,Testkamp,Kvinder,U16-landshold,750,2014-09-02
02-09-2015,1 - 3,Tyskland,Løgumkloster Stadion,Testkamp,Kvinder,U16-landshold,875,2015-09-02
02-09-2016,1 - 2,Norge,Idrætscenter Nyborg,Testkamp,Herrer,U19-landshold,438,2016-09-02
02-09-2016,4 - 0,Wales,The Racecourse Stadium,EM-kvalifikationskamp,Herrer,U21-landshold,656,2016-09-02
02-09-2017,1 - 4,Østrig,Storstadion,International turnering,Herrer,U19-landshold,0,2017-09-02
02-09-2019,3 - 2,Finland,Eerikkilä Arena,Testkamp,Kvinder,U17-landshold,103,2019-09-02
02-10-1921,3 - 1,Norge,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,22000,1921-10-02
02-10-1927,3 - 1,Tyskland,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,19000,1927-10-02
02-10-1955,1 - 5,England,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,50000,1955-10-02
02-10-1957,0 - 2,Irland,Københavns Idrætspark,VM-kvalifikationskamp,Herrer,A-Landshold,28000,1957-10-02
02-10-1976,1 - 1,Sverige,Roskilde Idrætspark,Testkamp,Kvinder,A-Landshold,350,1976-10-02
02-10-1985,2 - 2,Norge,Ullevaal,EM-kvalifikationskamp,Kvinder,A-Landshold,2000,1985-10-02
02-10-1997,2 - 2,Tyskland,NA,Testkamp,Herrer,U16-landshold,0,1997-10-02
02-10-2001,2 - 3,Skotland,Solitude,Testkamp,Herrer,U19-landshold,0,2001-10-02
02-10-2004,0 - 2,Frankrig,NA,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2004-10-02
02-10-2007,2 - 1,Belgien,Grbavica Stadium,EM-kvalifikationskamp,Kvinder,U19-landshold,54,2007-10-02
02-10-2012,4 - 2,Tjekkiet,Stadium Lhota,Testkamp,Herrer,U16-landshold,216,2012-10-02
02-10-2019,8 - 0,Kosovo,Arslan Zeki Demirci Spor Kompleksi,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2019-10-02
02-11-1988,1 - 1,Bulgarien,Københavns Idrætspark,VM-kvalifikationskamp,Herrer,A-Landshold,34600,1988-11-02
02-11-1998,2 - 2,Rumænien,NA,EM-kvalifikationskamp,Herrer,U17-landshold,100,1998-11-02
02-11-1998,7 - 0,Estland,Kolding Stadion,EM-kvalifikationskamp,Kvinder,U19-landshold,0,1998-11-02
02-11-2002,3 - 3,Sverige,NA,International turnering,Herrer,U16-landshold,800,2002-11-02
02-11-2006,2 - 1,Australien,Suwon Stadion,International turnering,Kvinder,A-Landshold,2350,2006-11-02
02-11-2021,1 - 3,Ungarn,Global Football Park,Testkamp,Herrer,U16-landshold,0,2021-11-02
02-12-1959,3 - 1,Grækenland,Panathinaikos Stadion,Testkamp,Herrer,A-Landshold,16000,1959-12-02
02-12-2008,3 - 2,Portugal,Estadio Moura AC,Testkamp,Herrer,U17-landshold,300,2008-12-02
02-12-2019,4 - 5,Sverige,NA,Nordic Futsal Cup,Herrer,Futsallandsholdet,0,2019-12-02
03-01-1977,0 - 1,Israel,NA,International turnering,Herrer,U19-landshold,0,1977-01-03
03-02-1983,4 - 2,CD Maspalomas,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1983-02-03
03-02-1985,0 - 3,El Salvador,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1985-02-03
03-02-1987,0 - 3,Sovjetunionen,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1987-02-03
03-02-1995,0 - 0,Frankrig,NA,Testkamp,Herrer,U17-landshold,500,1995-02-03
03-02-1996,0 - 4,England,NA,Testkamp,Herrer,U17-landshold,0,1996-02-03
03-02-1997,1 - 0,Israel,NA,Testkamp,Herrer,U19-landshold,200,1997-02-03
03-02-1997,2 - 1,Israel,Ramat Gan Stadion,Testkamp,Herrer,U21-landshold,0,1997-02-03
03-02-1998,1 - 1,Norge,NA,Algarve Cup,Herrer,U21-landshold,50,1998-02-03
03-02-1998,3 - 2,Spanien,NA,Copa del Atlántico,Herrer,U19-landshold,800,1998-02-03
03-02-2004,2 - 2,Tyrkiet,Konakli Sahasi,Testkamp,Herrer,U17-landshold,1000,2004-02-03
03-02-2008,2 - 1,Portugal,Estádio Municipal,International turnering,Herrer,U17-landshold,165,2008-02-03
03-02-2012,1 - 3,Gran Canaria,NA,Uofficiel landskamp,Herrer,U18-landshold,415,2012-02-03
03-02-2013,1 - 2,Polen,La Manga,International turnering,Herrer,U17-landshold,101,2013-02-03
03-02-2024,5 - 0,San Marino,SC Franko Mileta,Testkamp,Herrer,Futsallandsholdet,0,2024-02-03
03-03-1981,0 - 0,Belgien,NA,International turnering,Herrer,U19-landshold,0,1981-03-03
03-03-1984,2 - 3,Qatar,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1984-03-03
03-03-2002,2 - 0,Finland,V. Real de Sto. Antonio,Algarve Cup,Kvinder,A-Landshold,0,2002-03-03
03-03-2009,0 - 3,Serbien,Stadium FK Radnicki,Testkamp,Herrer,U19-landshold,800,2009-03-03
03-03-2009,0 - 4,Sverige,Strömvallen,Testkamp,Kvinder,U17-landshold,58,2009-03-03
03-03-2010,0 - 0,Frankrig,La Manga,International turnering,Kvinder,U19-landshold,25,2010-03-03
03-03-2010,0 - 3,Østrig,Franz-Horr Stadion,Testkamp,Herrer,U21-landshold,0,2010-03-03
03-03-2010,1 - 2,Østrig,Ernst Happel,Testkamp,Herrer,A-Landshold,14500,2010-03-03
03-03-2010,2 - 1,Norge,Estadio Municipal da Bela Vista,Algarve Cup,Kvinder,A-Landshold,64,2010-03-03
03-03-2011,1 - 0,Nordmakedonien,Biljanini Izvori,Testkamp,Herrer,U18-landshold,90,2011-03-03
03-03-2015,0 - 0,Montenegro,NA,Testkamp,Herrer,U19-landshold,545,2015-03-03
03-03-2016,0 - 0,USA,La Manga,Testkamp,Kvinder,U19-landshold,82,2016-03-03
03-03-2017,2 - 1,Sverige,La Manga,Testkamp,Kvinder,U19-landshold,0,2017-03-03
03-03-2017,6 - 0,Portugal,Estadio Municipal da Bela Vista,Algarve Cup,Kvinder,A-Landshold,362,2017-03-03
03-03-2019,0 - 0,Tyskland,La Manga Club Football Centre A,Testkamp,Kvinder,U19-landshold,0,2019-03-03
03-03-2021,3 - 1,Albanien,NA,EM-kvalifikationskamp,Herrer,Futsallandsholdet,0,2021-03-03
03-03-2022,0 - 4,Tjekkiet,Sotira Municipal Stadium,UEFA turnering,Herrer,U16-landshold,88,2022-03-03
03-04-1983,2 - 0,Finland,NA,International turnering,Herrer,U19-landshold,0,1983-04-03
03-04-1988,0 - 1,Belgien,NA,International turnering,Herrer,U17-landshold,0,1988-04-03
03-04-1989,2 - 0,Ungarn,NA,International turnering,Herrer,U17-landshold,800,1989-04-03
03-04-2001,1 - 1,Schweiz,NA,Testkamp,Herrer,U17-landshold,350,2001-04-03
03-04-2013,2 - 2,Holland,Mijnstadion,EM-kvalifikationskamp,Kvinder,U17-landshold,180,2013-04-03
03-04-2019,1 - 1,Polen,Municipal Stadium KSZO,UEFA turnering,Kvinder,U16-landshold,0,2019-04-03
03-04-2019,6 - 0,Ukraine,AKA Arena,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2019-04-03
03-04-2024,2 - 2,Grækenland,ŠRC Bakovci Stadium,EM-kvalifikationskamp,Kvinder,U19-landshold,36,2024-04-03
03-05-1972,1 - 2,England,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,9400,1972-05-03
03-05-1986,1 - 0,Skotland,NA,Testkamp,Kvinder,A-Landshold,0,1986-05-03
03-05-1986,1 - 2,DDR,NA,EM-slutrunde,Herrer,U17-landshold,0,1986-05-03
03-05-1989,4 - 0,Italien,Viborg Stadion,Testkamp,Kvinder,A-Landshold,535,1989-05-03
03-05-1994,1 - 1,Norge,NA,Testkamp,Kvinder,U17-landshold,0,1994-05-03
03-05-1994,3 - 1,Belarus,NA,EM-slutrunde,Herrer,U17-landshold,100,1994-05-03
03-05-1997,1 - 1,Rusland,NA,Piestany Cup,Herrer,U19-landshold,0,1997-05-03
03-05-1998,0 - 2,Irland,NA,EM-slutrunde,Herrer,U17-landshold,0,1998-05-03
03-05-2002,3 - 0,Schweiz,NA,EM-slutrunde,Kvinder,U19-landshold,0,2002-05-03
03-05-2011,2 - 2,Belgien,Stadium of Trencianske,International turnering,Herrer,U18-landshold,0,2011-05-03
03-05-2011,3 - 2,Serbien,Karadjordje,EM-slutrunde,Herrer,U17-landshold,1500,2011-05-03
03-05-2014,3 - 3,Ungarn,Global Football Park,Testkamp,Herrer,U16-landshold,103,2014-05-03
03-05-2022,0 - 2,Tyskland,FF BH Football Training Centre,EM-slutrunde,Kvinder,U17-landshold,132,2022-05-03
03-06-1917,1 - 1,Sverige,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,25000,1917-06-03
03-06-1963,1 - 0,Finland,NA,Testkamp,Herrer,U21-landshold,2577,1963-06-03
03-06-1963,1 - 1,Finland,Københavns Idrætspark,NM,Herrer,A-Landshold,21600,1963-06-03
03-06-1963,2 - 1,Finland,Urheilukeskus,Testkamp,Herrer,B-Landshold,4400,1963-06-03
03-06-1963,3 - 0,Finland,DS Arena,Testkamp,Herrer,U19-landshold,2500,1963-06-03
03-06-1967,2 - 4,DDR,NA,Testkamp,Herrer,U21-landshold,7000,1967-06-03
03-06-1970,1 - 1,Finland,Olympiastadion,NM,Herrer,A-Landshold,8500,1970-06-03
03-06-1970,3 - 1,Finland,Gentofte Stadion,Testkamp,Herrer,U21-landshold,750,1970-06-03
03-06-1974,0 - 2,Sverige,Københavns Idrætspark,NM,Herrer,A-Landshold,41100,1974-06-03
03-06-1981,3 - 1,Italien,Københavns Idrætspark,VM-kvalifikationskamp,Herrer,A-Landshold,36300,1981-06-03
03-06-1987,1 - 1,Tjekkoslovakiet,Københavns Idrætspark,EM-kvalifikationskamp,Herrer,A-Landshold,46300,1987-06-03
03-06-1992,1 - 1,SNG,Brøndby Stadion,Testkamp,Herrer,A-Landshold,5339,1992-06-03
03-06-1995,3 - 0,Østrig,NA,International turnering,Herrer,U19-landshold,0,1995-06-03
03-06-2000,2 - 2,Belgien,Parken,Testkamp,Herrer,A-Landshold,26993,2000-06-03
03-06-2016,2 - 2,Bosnien-Hercegovina,Toyota Stadium,International turnering,Herrer,A-Landshold,14001,2016-06-03
03-06-2021,1 - 2,Portugal,Estádio Pina Manique,Testkamp,Herrer,U16-landshold,0,2021-06-03
03-06-2022,2 - 1,Frankrig,Stade de France,UEFA Nations League,Herrer,A-Landshold,75833,2022-06-03
03-06-2024,1 - 0,Sverige,NA,Testkamp,Kvinder,U19-landshold,243,2024-06-03
03-07-1934,1 - 2,Finland,Pallokenttä,NM,Herrer,A-Landshold,5722,1934-07-03
03-07-1955,4 - 0,Island,NA,Testkamp,Herrer,A-Landshold,10280,1955-07-03
03-07-1960,7 - 2,Grækenland,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,32000,1960-07-03
03-07-1966,0 - 2,England,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,32000,1966-07-03
03-07-1972,5 - 2,Island,Laurgardalsvöllur,Testkamp,Herrer,A-Landshold,6000,1972-07-03
03-07-1991,4 - 1,Island,NA,Open Nordic Cup,Kvinder,U17-landshold,0,1991-07-03
03-07-1992,5 - 3,Norge,Spjald Stadion,Open Nordic Cup,Kvinder,U17-landshold,0,1992-07-03
03-07-1993,3 - 1,Norge,NA,Open Nordic Cup,Kvinder,U17-landshold,0,1993-07-03
03-07-1993,3 - 1,Tyskland,Stadio Comunale,EM-slutrunde,Kvinder,A-Landshold,500,1993-07-03
03-07-1996,1 - 1,Norge,NA,Nordic Cup,Kvinder,U17-landshold,0,1996-07-03
03-07-1997,2 - 2,Italien,Åråsen Stadion,EM-slutrunde,Kvinder,A-Landshold,538,1997-07-03
03-07-1998,0 - 0,Sverige,NA,Nordic Cup,Kvinder,U17-landshold,0,1998-07-03
03-07-1998,2 - 3,Brasilien,Stade de Beaujoire,VM-slutrunde,Herrer,A-Landshold,35500,1998-07-03
03-07-1999,1 - 1,Frankrig,NA,Nordic Cup,Kvinder,U17-landshold,0,1999-07-03
03-07-2000,0 - 2,Norge,NA,Nordic Cup,Kvinder,U17-landshold,0,2000-07-03
03-07-2001,0 - 0,Frankrig,NA,Nordic Cup,Kvinder,U17-landshold,0,2001-07-03
03-07-2006,1 - 3,Frankrig,Kokkola Stadion,Nordic Cup,Kvinder,U17-landshold,82,2006-07-03
03-07-2007,0 - 4,Tyskland,Moelv Stadium,Nordic Cup,Kvinder,U17-landshold,80,2007-07-03
03-07-2008,1 - 1,Norge,Thorlakshafnarvollur,Nordic Cup,Kvinder,U16-landshold,40,2008-07-03
03-07-2016,1 - 2,Frankrig,NA,Nordic Cup,Kvinder,U16-landshold,0,2016-07-03
03-07-2021,2 - 1,Tjekkiet,Baku Olympic Stadium,EM-slutrunde,Herrer,A-Landshold,16306,2021-07-03
03-08-1971,2 - 0,Schweiz,NA,International turnering,Herrer,U19-landshold,0,1971-08-03
03-08-1974,1 - 1,Polen,NA,International turnering,Herrer,U19-landshold,0,1974-08-03
03-08-1975,2 - 1,Finland,NA,Internordisk turnering,Herrer,U17-landshold,0,1975-08-03
03-08-1985,0 - 0,Sverige,NA,Internordisk turnering,Herrer,U17-landshold,0,1985-08-03
03-08-1988,2 - 2,England,NA,Internordisk turnering,Herrer,U17-landshold,150,1988-08-03
03-08-1990,3 - 0,Finland,NA,Internordisk turnering,Herrer,U17-landshold,0,1990-08-03
03-08-1993,3 - 0,Island,Brøndby Stadion,Open Nordic Cup,Kvinder,U21-landshold,0,1993-08-03
03-08-1994,0 - 1,England,Vejle Stadion,Internordisk turnering,Herrer,U17-landshold,0,1994-08-03
03-08-1994,0 - 2,Tyskland,NA,Open Nordic Cup,Kvinder,U21-landshold,0,1994-08-03
03-08-1995,6 - 1,Finland,NA,Internordisk turnering,Herrer,U17-landshold,40,1995-08-03
03-08-1996,0 - 1,Norge,NA,Open Nordic Cup,Kvinder,U21-landshold,0,1996-08-03
03-08-1998,1 - 7,Norge,Sp. park de Kalk,Open Nordic Cup,Kvinder,U21-landshold,200,1998-08-03
03-08-1999,0 - 0,Færøerne,NA,Internordisk turnering,Herrer,U17-landshold,100,1999-08-03
03-08-2000,1 - 1,Schweiz,NA,Nordic Cup,Kvinder,U21-landshold,0,2000-08-03
03-08-2000,3 - 4,Finland,NA,Internordisk turnering,Herrer,U17-landshold,0,2000-08-03
03-08-2002,1 - 1,Færøerne,NA,Internordisk turnering,Herrer,U17-landshold,50,2002-08-03
03-08-2003,1 - 0,Skotland,NA,Internordisk turnering,Herrer,U17-landshold,300,2003-08-03
03-08-2004,0 - 1,Færøerne,NA,Internordisk turnering,Herrer,U17-landshold,0,2004-08-03
03-08-2005,3 - 0,Norge,Grindavíkurvöllur,Internordisk turnering,Herrer,U17-landshold,50,2005-08-03
03-08-2006,2 - 2,Finland,NA,Internordisk turnering,Herrer,U17-landshold,50,2006-08-03
03-08-2007,2 - 4,Chile,Ballymena Showgrounds,NI Milk Cup,Herrer,U20-landshold,167,2007-08-03
03-08-2010,3 - 0,Island,Lapua Stadium,Internordisk turnering,Herrer,U17-landshold,432,2010-08-03
03-08-2011,4 - 2,Sverige,Olafsviksvöllur,Internordisk turnering,Herrer,U17-landshold,222,2011-08-03
03-08-2016,4 - 1,Cypern,Tuusula stadium,Internordisk turnering,Herrer,U17-landshold,85,2016-08-03
03-08-2017,0 - 0,Østrig,Rat Verlegh Stadion,EM-slutrunde,Kvinder,A-Landshold,10184,2017-08-03
03-08-2017,4 - 0,Finland,Selfossvöllur,Internordisk turnering,Herrer,U17-landshold,69,2017-08-03
03-09-1972,1 - 1,Polen,Jahnstadion,OL-slutrunde,Herrer,A-Landshold,5000,1972-09-03
03-09-1974,9 - 0,Indonesien,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,6700,1974-09-03
03-09-1975,0 - 1,Skotland,Københavns Idrætspark,EM-kvalifikationskamp,Herrer,A-Landshold,40300,1975-09-03
03-09-1987,2 - 1,Rumænien,Municipal Stadium,OL-kvalifikationskamp,Herrer,A-Landshold,15000,1987-09-03
03-09-1989,1 - 4,Sovjetunionen,NA,International turnering,Herrer,U17-landshold,0,1989-09-03
03-09-1996,2 - 2,Belgien,Vanløse Idrætspark,International turnering,Herrer,U19-landshold,275,1996-09-03
03-09-1997,1 - 1,Tjekkiet,NA,Syrenka Cup,Herrer,U17-landshold,0,1997-09-03
03-09-1998,0 - 0,Polen,NA,Syrenka Cup,Herrer,U17-landshold,0,1998-09-03
03-09-1999,1 - 3,Schweiz,Odense Stadion,EM/OL-kvalifikation,Herrer,U21-landshold,2200,1999-09-03
03-09-1999,4 - 0,Cypern,NA,Syrenka Cup,Herrer,U17-landshold,0,1999-09-03
03-09-2002,3 - 1,Irland,Roskilde Idrætspark,Testkamp,Herrer,U19-landshold,300,2002-09-03
03-09-2003,1 - 2,Tjekkiet,NA,Syrenka Cup,Herrer,U17-landshold,0,2003-09-03
03-09-2004,3 - 2,Ukraine,Farum Park,EM-kvalifikationskamp,Herrer,U21-landshold,608,2004-09-03
03-09-2005,2 - 2,Tyrkiet,Inönü Stadium,VM-kvalifikationskamp,Herrer,A-Landshold,32000,2005-09-03
03-09-2010,1 - 1,Litauen,Ceres Park,Testkamp,Herrer,U21-landshold,7311,2010-09-03
03-09-2013,1 - 1,Schweiz,Stade Léon Burrus,Testkamp,Kvinder,U19-landshold,386,2013-09-03
03-09-2014,1 - 2,Tyrkiet,Odense Stadion,Testkamp,Herrer,A-Landshold,13164,2014-09-03
03-09-2014,4 - 2,Rusland,Aalborg Stadion,EM-kvalifikationskamp,Herrer,U21-landshold,2836,2014-09-03
03-09-2015,1 - 2,Tyskland,Stadion Lohmühle,Testkamp,Herrer,U21-landshold,4822,2015-09-03
03-09-2018,5 - 0,Serbien,Sportpark Eschen/Mauren,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2018-09-03
03-09-2019,3 - 0,Israel,Ramat Gan Stadion,EM-kvalifikationskamp,Kvinder,A-Landshold,0,2019-09-03
03-09-2020,2 - 1,Tyskland,Edmund-Plambeck-Stadion,Testkamp,Herrer,U19-landshold,26,2020-09-03
03-09-2021,1 - 0,Østrig,Skagen Stadion,Testkamp,Herrer,U17-landshold,327,2021-09-03
03-09-2021,1 - 1,Grækenland,Gladsaxe Stadion,Testkamp,Herrer,U21-landshold,1340,2021-09-03
03-09-2022,0 - 1,Finland,Cidade do Futebol,Testkamp,Kvinder,U19-landshold,0,2022-09-03
03-10-1926,2 - 0,Sverige,Københavns Idrætspark,NM,Herrer,A-Landshold,30000,1926-10-03
03-10-1937,2 - 1,Sverige,Råsunda,NM,Herrer,A-Landshold,38000,1937-10-03
03-10-1956,1 - 2,Irland,Dalymount Park,VM-kvalifikationskamp,Herrer,A-Landshold,35000,1956-10-03
03-10-1967,3 - 3,Holland,NA,Testkamp,Herrer,U21-landshold,8000,1967-10-03
03-10-1990,3 - 1,Norge,NA,EM-kvalifikationskamp,Herrer,U17-landshold,200,1990-10-03
03-10-1991,1 - 0,England,NA,Testkamp,Herrer,U17-landshold,200,1991-10-03
03-10-2002,1 - 2,Tjekkiet,NA,Testkamp,Herrer,U18-landshold,0,2002-10-03
03-10-2005,1 - 1,Holland,Torpedo Stadion,EM-kvalifikationskamp,Herrer,U17-landshold,0,2005-10-03
03-10-2006,4 - 0,Nordirland,Stadium named after I. Gaibov,EM-kvalifikationskamp,Kvinder,U19-landshold,42,2006-10-03
03-10-2010,1 - 3,Schweiz,Vejle Stadion,VM-kvalifikationskamp,Kvinder,A-Landshold,2035,2010-10-03
03-10-2016,11 - 0,Liechtenstein,Csakvar Varosi Stadium,EM-kvalifikationskamp,Herrer,U17-landshold,106,2016-10-03
03-10-2018,2 - 3,Frankrig,McDiarmid Park,UEFA turnering,Kvinder,U19-landshold,0,2018-10-03
03-10-2019,5 - 1,Sverige,Harlyckans IP,EM-kvalifikationskamp,Herrer,U17-landshold,342,2019-10-03
03-11-1935,0 - 3,Holland,Olympiske Stadion,Testkamp,Herrer,A-Landshold,40000,1935-11-03
03-11-1956,0 - 3,Holland,Stadion Galgenwaard,Testkamp,Herrer,U21-landshold,10000,1956-11-03
03-11-1963,3 - 2,Rumænien,Stadionul 23. August,OL-kvalifikationskamp,Herrer,A-Landshold,60000,1963-11-03
03-11-1971,1 - 0,Luxembourg,Ceres Park,EM-kvalifikationskamp,Herrer,U19-landshold,1300,1971-11-03
03-11-1982,1 - 2,Sverige,Casa Arena,EM-kvalifikationskamp,Herrer,U19-landshold,400,1982-11-03
03-11-1987,5 - 1,Finland,Casa Arena,EM-kvalifikationskamp,Herrer,U17-landshold,500,1987-11-03
03-11-2004,1 - 1,USA,Giants Stadium,Testkamp,Kvinder,A-Landshold,18885,2004-11-03
03-11-2011,2 - 1,Israel,Stadium Raanana,Testkamp,Herrer,U16-landshold,124,2011-11-03
03-11-2016,0 - 8,Tyskland,Stadion Flensburg,Testkamp,Kvinder,U16-landshold,450,2016-11-03
03-12-2016,7 - 2,Grønland,Arena Skövde,Nordic Futsal Cup,Herrer,Futsallandsholdet,0,2016-12-03
03-12-2019,3 - 4,Grønland,NA,Nordic Futsal Cup,Herrer,Futsallandsholdet,0,2019-12-03
04-01-2020,2 - 5,Holland,Ceres Arena,Testkamp,Herrer,Futsallandsholdet,1213,2020-01-04
04-02-1976,1 - 0,Israel,Ramat Gan Stadion,Testkamp,Herrer,A-Landshold,8000,1976-02-04
04-02-1986,5 - 1,Bahrain,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1986-02-04
04-02-1996,0 - 5,Argentina,NA,Testkamp,Herrer,U21-landshold,12581,1996-02-04
04-02-1998,0 - 1,Portugal,NA,Algarve Cup,Herrer,U21-landshold,0,1998-02-04
04-02-2000,1 - 2,Finland,La Manga,Uofficiel landskamp,Herrer,Ligalandshold,0,2000-02-04
04-02-2003,2 - 1,Hong Kong,Hong Kong Stadium,Uofficiel landskamp,Herrer,Ligalandshold,0,2003-02-04
04-02-2005,0 - 0,Kina,Meihu Stadium,Testkamp,Kvinder,A-Landshold,3800,2005-02-04
04-02-2010,2 - 2,Tjekkiet,La Manga,International turnering,Herrer,U17-landshold,125,2010-02-04
04-02-2024,2 - 2,Schweiz,SC Franko Mileta,Testkamp,Herrer,Futsallandsholdet,0,2024-02-04
04-03-1984,0 - 2,Sverige,NA,Testkamp,Herrer,U19-landshold,450,1984-03-04
04-03-2000,1 - 0,Israel,NA,Algarve Cup,Herrer,U17-landshold,0,2000-03-04
04-03-2000,2 - 1,Tyskland,NA,International turnering,Herrer,U16-landshold,0,2000-03-04
04-03-2009,0 - 2,USA,Estádio Municipal,Algarve Cup,Kvinder,A-Landshold,105,2009-03-04
04-03-2010,0 - 2,Belgien,RCS Verviers,Testkamp,Herrer,U19-landshold,318,2010-03-04
04-03-2011,1 - 1,Skotland,La Manga,International turnering,Kvinder,U19-landshold,0,2011-03-04
04-03-2011,1 - 3,Sverige,Estadio Algarve,Algarve Cup,Kvinder,A-Landshold,275,2011-03-04
04-03-2012,2 - 1,England,La Manga,International turnering,Kvinder,U19-landshold,80,2012-03-04
04-03-2015,2 - 1,Japan,Estadio Municipal da Bela Vista,Algarve Cup,Kvinder,A-Landshold,133,2015-03-04
04-03-2016,1 - 4,Island,Estadio Municipal da Bela Vista,Algarve Cup,Kvinder,A-Landshold,0,2016-03-04
04-03-2018,3 - 0,Schweiz,La Manga,Testkamp,Kvinder,U19-landshold,0,2018-03-04
